"price","salepoint_name","salepoint_address","lon","lat","id","name_org","source_code","white_brand_id"
"46.3","Магнит","Нахимова, 7 / Батумская, 2","61.4681938425","55.1227498188",46,"Магнит",275,25
"53.9","Дикси","Масленникова, 9а","61.4645780309152","55.1174826735162",48,"Дикси",275,25
"53.9","Дикси","Новороссийская, 49","61.480013558","55.1073561185",48,"Дикси",275,25
"46.3","Магнит","Копейское шоссе, 41","61.4521650354706","55.1412063439731",46,"Магнит",275,25
62,"Магнит","Победы проспект, 382б","61.3002856498999","55.1867742796",46,"Магнит",65,2
"56.84","АШАН","Труда 203","61.392385","55.167735",81,"АШАН",65,2
"75.15","Набережный","Университетский набережная, 38","61.3400532000001","55.1747953",110,"Набережный",65,2
70,"Губернский","Свердловский пр-т, 23а","61.387327","55.185502",79,"Губернский",65,2
"53.85","Пятерочка","Гагарина (Ленинский), 13","61.4422211408","55.1401893698",45,"Пятерочка",65,2
"53.85","Пятерочка","Гагарина (Ленинский), 25","61.4392529994","55.1353818386",45,"Пятерочка",65,2
"75.9","Дикси","Энергетиков (Ленинский), 65","61.4503620473999","55.1385137994",48,"Дикси",65,2
62,"Магнит","Нахимова, 7 / Батумская, 2","61.4681938425","55.1227498188",46,"Магнит",65,2
"53.85","Пятерочка","Копейское шоссе, 7","61.5051920185999","55.1215422911",45,"Пятерочка",65,2
"53.85","Пятерочка","Масленникова, 8","61.4633496767","55.1185369744",45,"Пятерочка",65,2
"53.85","Пятерочка","Суркова, 11","61.4641330025","55.1154543246",45,"Пятерочка",65,2
"53.85","Пятерочка","Новороссийская, 84","61.4577598104","55.1138862475",45,"Пятерочка",65,2
"53.85","Пятерочка","Гагарина (Ленинский), 58","61.4344572392","55.1192969518",45,"Пятерочка",65,2
